"user_id","monster_id"
5007453266,2082
5007580885,2087
5007647918,2221
5007654581,2034
5007678411,1032
5007784268,2273
5007819344,1045
5007842403,2006
5007843933,2014
5007898521,1053
5007926157,2125
5007948341,1039
5008006681,2005
5008015891,2017
5008041535,2017
5008053735,2076
5008147392,2084
5008147430,2004
5008149824,2084
5008181593,2013
5008198569,2081
5008205774,1017
5008215519,2166
5008238921,1046
5008298685,1032
5008366102,1046
5008373233,2081
5008385879,2081
5008387109,2078
5008414614,2107
5008418149,2017
5008425930,2284
5008490042,2203
5008508194,2087
5008549279,2077
5008588160,2034
5008596203,2077
5008603709,2086
5008668625,2079
5008714966,2006
5008748091,2014
5008756665,2073
5008774805,2003
5008775914,1032
5008800616,2051
5008806118,1053
5008825935,2156
5008839802,2077
5008871665,2080
5008875841,2087
5008897831,2069
5008899482,2079
5008917547,2080
5008918014,1046
5009001565,1044
5009055246,2076
5009056037,1051
5009107313,2125
5009161283,1017
5009179945,2081
5009212994,1045
5009256355,1031
5009271804,2017
5009335022,1053
5009344543,2087
5009383392,2100
5009433319,2072
5009452922,1031
5009458892,2135
5009460414,2077
5009512384,1039
5009526648,2019
5009526982,2078
5009546291,2073
5009550596,2069
5009554934,2082
5009558347,2069
5009605004,2019
5009612753,2086
5009628746,2077
5009699775,2069
5009816533,2199
5009876973,2130
5009886950,1051
5009922817,2243
5009929441,1045
5009976975,1051
5009991107,1032
5009994087,1017
5010010885,2018
5010049384,1039
5010115733,1031
5010127816,1031
5010149793,2096
5010188488,2008
5010211479,1051
5010218537,1052
5010236153,2082
5010281220,1017
5010298389,2130
5010329321,1046
5010341107,2002
5010364287,2001
5010364290,2013
5010381307,2001
5010493480,2205
5010494553,2084
5010514198,2006
5010521835,2084
5010537314,1044
5010589023,2084
5010643109,2087
5010664490,2076
5010692661,2083
5010766037,2071
5010822698,2085
5010912972,2002
5010934142,1045
5010942126,2073
5010969353,1051
5011038306,2154
5011050665,2071
5011068961,2080
5011089811,2111
5011173221,2076
5011183730,2019
5011198062,1031
5011204263,2096
5011271288,2017
5011328539,2077
5011363779,2018
5011422484,1051
5011426574,2019
5011449043,2022
5011476440,2014
5011482943,2086
5011512964,1044
5011542354,2080
5011594326,2034
5011651188,2003
5011760828,2076
5011775012,2004
5011786524,2014
5011824701,1017
5011828991,1045
5011889356,2080
5011974929,1046
5011977684,2021
5012013838,2256
5012023164,2005
5012036253,1031
5012039867,2107
5012066168,1051
5012080837,1044
5012100892,2005
5012115426,2078
5012118546,2208
5012139182,2018
5012141104,1031
5012154329,2017
5012235758,2077
5012252898,2071
5012256435,2006
5012280243,2085
5012287034,2222
5012441765,2019
5012474138,2244
5012549454,1039
5012554586,2084
5012653470,2018
5012667396,2018
5012676109,2014
5012713136,2032
5012754997,2193
5012766109,2003
5012788815,2077
5012794477,2018
5012795502,2069
5012827307,2098
5012892521,2014
5012942375,2018
5012970595,2021
5012980619,2002
5012988614,1044
5013017542,1052
5013131190,2071
5013158277,2244
5013172276,2080
5013188104,2171
5013220525,1044
5013280469,2165
5013304070,2013
5013316148,1052
5013336208,2199
5013366170,2166
5013380100,2079
5013452335,2008
5013517474,1017
5013520475,2003
5013530627,1046
5013536223,2081
5013591812,1031
5013625937,2001
5013628501,2199
5013631937,2199
5013640571,2021
5013799550,2001
5013834992,2019
5013838891,2004
5013910557,1031
5013913468,2205
5013933364,2002
5013964444,2080
5014003450,2079
5014048954,2006
5014201072,1045
5014226337,2005
5014249165,2005
5014275518,1053
5014307525,2001
5014343070,1045
5014344255,2080
5014351651,1053
5014435114,2003
5014536668,1045
5014556312,1046
5014590581,2167
5014595855,2073
5014645388,1031
5014679111,2014
5014788721,2018
5014790954,2008
5014792233,1045
5014796019,1017
5014804999,2086
5014806698,2079
5014808382,2082
5014866611,1032
5014993540,2082
5015008720,1045
5015118483,2006
5015283549,1045
5015299104,1039
5015347136,1051
5015408260,1044
5015466267,2013
5015480598,1032
5015486140,2087
5015488005,1031
5015495930,2081
5015562860,2079
5015604096,1031
5015749603,2017
5015767736,2084
5015795578,2077
5015818885,2077
5015829331,2083
5015845912,2034
5015872933,1032
5015903156,2008
5015927567,1046
5015938775,2273
5015945987,1017
5015985800,1053
5015998868,2021
5016054899,2071
5016065859,2080
5016076791,2072
5016084873,2256
5016098240,2104
5016157797,2017
5016247695,1052
5016272926,2100
5016280677,1039
5016300190,2007
5016419691,2008
5016457859,2017
5016523574,2073
5016529193,1032
5016539401,2100
5016574549,1031
5016584491,1051
5016596482,2108
5016652570,2083
5016667393,1044
5016687806,2096
5016700376,2001
5016741286,2002
5016845417,2018
5016847734,1046
5016852399,2019
5016858432,2018
5016888776,2011
5016898211,1003
5016960483,1053
5016963050,1031
5016964732,1045
5016991409,2014
5017043382,2087
5017082362,2017
5017134956,2125
5017140160,2080
5017150891,1017
5017160534,2018
5017212382,1044
5017220632,1032
5017246597,1046
5017249541,2147
5017343038,1052
5017384922,2004
5017430075,2018
5017448199,1052
5017457058,2018
5017527912,2007
5017552106,1046
5017618909,2082
5017623830,2147
5017685259,2024
5017710401,2077
5017756580,2098
5017764444,2004
5017765811,2077
5017774159,2096
5017847305,1046
5017848260,2013
5017862106,2021
5017916434,2021
5017944485,1051
5018018387,1032
5018033018,2193
5018072233,2069
5018093735,2284
5018207960,1039
5018267050,2024
5018276914,2021
5018305710,2014
5018329218,2084
5018344422,2086
5018354467,1039
5018356029,2244
5018364083,1032
5018372565,2069
5018430531,2077
5018464117,2014
5018465881,1032
5018518361,2079
5018538926,1052
5018594976,2077
5018614517,1053
5018633901,2077
5018642188,1032
5018646093,2085
5018649326,2019
5018768217,2018
5018855032,2153
5018950678,2096
5019029983,2281
5019030069,2147
5019100075,1031
5019104417,1032
5019122015,2014
5019147043,2003
5019189793,2085
5019274292,2019
5019284307,1046
5019340064,2008
5019348534,2017
5019420643,2002
5019429062,2079
5019515649,2082
5019519471,2008
5019564011,1052
5019589466,2019
5019596267,1053
5019602100,2154
5019604227,2005
5019610322,1052
5019611730,2014
5019743031,1052
5019763754,2081
5019948994,2120
5019949597,2018
5019992065,2019
5020063145,1045
5020082705,2069
5020085379,2005
5020087442,2069
5020097013,2007
5020129603,2072
5020219621,2017
5020243206,2104
5020266275,2071
5020316120,2069
5020320616,1031
5020345122,1051
5020354480,2078
5020391287,2072
5020418827,2008
5020486144,2079
5020508141,1032
5020583746,2108
5020617026,2072
5020635692,2104
5020672077,2083
5020791593,2004
5020834876,1044
5020919913,2157
5020937593,2072
5020956829,1046
5020963208,1031
5020989437,2244
5021013342,1052
5021046746,2087
5021153015,2002
5021153768,2077
5021156026,2076
5021172798,1017
5021180410,1045
5021182684,2078
5021234464,2096
5021318771,2029
5021414124,1031
5021455287,2021
5021504270,2073
5021583418,2034
5021594532,2008
5021648920,2002
5021691271,1032
5021730986,2011
5021766238,2017
5021792084,1046
5021825918,2193
5021829613,1039
5021862165,1044
5021866763,1017
5021875971,2003
5021879208,2002
5021944121,1045
5021975788,2014
5022070852,2017
5022091785,2085
5022096583,2004
5022174621,2083
5022197937,1045
5022224514,2078
5022240296,1052
5022359059,2078
5022423949,2013
5022425490,2019
5022496491,2072
5022527063,2017
5022533085,2004
5022544442,2080
5022679979,2087
5022684884,2069
5022713855,1051
5022736598,2017
5022741733,2017
5022751361,2076
5022756338,1052
5022832445,2071
5022851689,2002
5022854683,1031
5022878536,2080
5022910606,2014
5022979963,2077
5023056321,1046
5023072203,2008
5023075225,1031
5023100934,2014
5023118220,1046
5023129786,2165
5023152104,2166
5023153668,2203
5023439269,2199
5023505112,2017
5023565674,2077
5023589686,2079
5023608157,2013
5023736206,2083
5023780986,2018
5023794010,2004
5023843254,1044
5023964698,2171
5023980971,2005
5023991908,2157
5023994372,1032
5024018513,2001
5024027585,2134
5024040662,1032
5024074631,1044
5024098219,2079
5024099079,2013
5024115325,2082
5024174203,1046
5024195195,1046
5024198520,2013
5024210849,2014
5024232898,2021
5024239787,2021
5024247001,1044
5024269479,1044
5024270761,2072
5024285139,2077
5024295514,1052
5024306811,2017
5024315980,2165
5024334736,2092
5024370640,2078
5024456569,1017
5024461596,2034
5024475247,2141
5024481312,2077
5024556264,2079
5024571551,2005
5024574046,2083
5024595591,2005
5024613684,2019
5024810382,1032
5024843029,1017
5024853942,1044
5024855052,2273
5024908114,2021
5024918129,2077
5024922379,2006
5024927846,2083
5024932730,2006
5024967485,2019
5025005223,2002
5025055882,2165
5025103481,2006
5025181036,2003
5025191958,2208
5025230844,2013
5025274595,2079
5025312588,2244
5025342161,1031
5025416431,2108
5025454977,2019
5025516244,2017
5025526698,2092
5025587958,2001
5025675972,1044
5025745648,2004
5025746991,2001
5025769016,2195
5025770388,2096
5025836253,2047
5025841715,1017
5025877341,2120
5025915686,2203
5025923192,2045
5025949478,1045
5025972643,2073
5025982132,2208
5026010710,2203
5026023912,1046
5026052777,2079
5026105336,1051
5026108043,2013
5026140822,2084
5026147000,2082
5026163943,2171
5026184025,2004
5026255733,2166
5026264260,1039
5026280838,2273
5026305751,2089
5026436244,2133
5026440102,1044
5026471809,2082
5026480710,1031
5026483606,1017
5026495296,2014
5026501968,1046
5026515490,1046
5026515684,2120
5026583700,2079
5026631678,2003
5026698099,1017
5026722484,1051
5026732560,2212
5026773323,2019
5026786757,2071
5026789457,2071
5026824470,2008
5026875506,1053
5026908944,2087
5026918288,1031
5026935380,2120
5026971534,1052
5027007355,1044
5027070221,2017
5027105593,1051
5027123725,2019
5027178394,1052
5027183839,2014
5027237435,2005
5027254763,2080
5027267629,2090
5027273584,2096
5027306158,2084
5027358116,1032
5027368758,2077
5027401243,1044
5027425078,2017
5027429512,2079
5027443734,2080
5027446317,2021
5027458605,1032
5027526407,2080
5027584179,1031
5027648608,1053
5027751364,1044
5027751658,2269
5027752593,2031
5027761017,2079
5027788778,1046
5027815634,2017
5027898579,2018
5027945770,1001
5027947274,1052
5027964002,1044
5027964493,2076
5028045642,1031
5028071080,2019
5028090234,1045
5028112957,2018
5028119808,2008
5028182109,2154
5028198027,2077
5028212072,2021
5028218574,2069
5028247471,2069
5028252337,2008
5028402052,2003
5028440140,2069
5028441438,2002
5028511393,2080
5028515894,2078
5028561090,2087
5028584203,2078
5028637667,2017
5028638382,2002
5028651724,1046
5028677072,1053
5028691502,2013
5028711163,2018
5028740887,1032
5028773052,2079
5028833918,1017
5028845411,2130
5028859233,2002
5028919630,2136
5028926892,1045
5028940330,1031
5028942616,1051
5028973642,2034
5028995851,2071
5029006053,2032
5029014866,2018
5029029222,2085
5029075586,1044
5029081184,2076
5029085263,2086
5029087954,1052
5029112155,1017
5029135455,2096
5029145079,2083
5029172403,2244
5029225032,2084
5029236053,2078
5029244179,1004
5029273144,1052
5029347042,2100
5029363976,1046
5029394419,2019
5029408101,1046
5029442793,2069
5029453193,2096
5029471138,1017
5029494237,2083
5029500481,2019
5029577526,2086
5029697843,2154
5029808335,2002
5029833459,2100
5029868834,2081
5029941263,1044
5029961394,2072
5029964239,2034
5030041879,1044
5030083583,2112
5030197413,2005
5030199380,2084
5030287067,2086
5030314458,2078
5030339823,1045
5030375870,1052
5030386969,1052
5030401459,2084
5030403968,2013
5030407988,1039
5030416376,2018
5030443716,2071
5030458009,2018
5030473182,2083
5030485993,2072
5030521046,1031
5030579096,2104
5030655294,2017
5030659503,2021
5030668498,2001
5030672017,2001
5030679457,2104
5030701640,2081
5030704754,2072
5030722798,2013
5030731320,2018
5030732253,2023
5030786931,2084
5030802554,2096
5030834590,2085
5030855150,2019
5030861598,2002
5030874643,1052
5030884874,2079
5030902961,2006
5030909588,1053
5030911320,2006
5030926670,2080
5030974583,2171
5031024180,2017
5031034204,2018
5031097660,2073
5031117544,2014
5031124806,1053
5031128479,2083
5031184246,2076
5031191794,2018
5031199174,2013
5031321650,1053
5031364643,2014
5031381436,1046
5031389673,1046
5031426664,2079
5031460280,2080
5031469021,2080
5031476976,2019
5031527568,1045
5031550973,1045
5031571321,2199
5031576764,2005
5031614902,2014
5031641900,1045
5031641969,2077
5031674714,2019
5031723633,1032
5031867633,1017
5031868364,1017
5031895506,2027
5031968401,2136
5031968650,1052
5032035047,2006
5032068199,2273
5032079480,2018
5032098951,2078
5032140329,2019
5032175231,2069
5032195089,2079
5032272187,2085
5032290969,2014
5032321983,1032
5032380316,2089
5032419747,2087
5032422289,2006
5032439903,2079
5032504888,2018
5032506788,2018
5032558098,2014
5032560016,2078
5032587243,1051
5032622738,1017
5032627907,2021
5032640516,2021
5032680741,2090
5032688722,2014
5032745966,2085
5032766461,2007
5032791765,2072
5032841329,2006
5032876674,2072
5032947598,2082
5032947669,1052
5032996561,2006
5033088456,2079
5033132682,2080
5033150578,1017
5033152708,2032
5033173927,2024
5033179135,1031
5033261405,2069
5033262898,2076
5033294321,2009
5033306705,2083
5033320044,1053
5033328578,2018
5033411696,1045
5033424956,1052
5033440132,1039
5033491493,2104
5033523227,2104
5033560910,2084
5033571157,2171
5033610926,1045
5033727772,2180
5033813134,1046
5033830500,2005
5033901520,2001
5033924899,2165
5033963151,1039
5034008242,2069
5034013273,2076
5034056704,2076
5034083564,2069
5034086574,2080
5034133789,2017
5034133821,1052
5034199469,1017
5034225100,1046
5034236501,2021
5034323124,2034
5034353088,1039
5034475964,1045
5034501378,2002
5034550976,2221
5034643749,2120
5034644981,1053
5034659334,2014
5034668321,2021
5034685108,2256
5034732691,2006
5034833284,2081
5034848017,2013
5034888999,1032
5034920819,2002
5034960673,2092
5034963768,2073
5034980515,2069
5035058624,1046
5035074595,2073
5035094609,2081
5035109986,2154
5035322410,2072
5035323517,2005
5035355812,2019
5035369097,1031
5035454935,2013
5035456160,1039
5035507376,2019
5035570361,2205
5035673436,2082
5035686781,1052
5035697849,2024
5035742312,2019
5035808844,1045
5035835930,2086
5035841239,2017
5035845409,2017
5035855224,2071
5035881044,2019
5035883353,2002
5035907264,1031
5035918653,2080
5035924551,2019
5035948120,1039
5036003363,2193
5036033835,2087
5036095309,2071
5036130063,2085
5036228192,1017
5036312417,2019
5036359977,2079
5036379805,2017
5036383638,2007
5036428638,2080
5036455777,2014
5036457823,2100
5036473062,2007
5036557268,2006
5036564348,1017
5036579688,2018
5036634896,1051
5036663151,2085
5036680040,1039
5036687881,2244
5036693349,2069
5036704359,2002
5036766587,2034
5036798099,2072
5036833224,2008
5036844874,2004
5036893965,2084
5036967389,1039
5036967430,2079
5037035899,2009
5037128713,2085
5037135946,2014
5037156312,1045
5037176087,2108
5037178170,2078
5037182038,2085
5037235347,2014
5037274748,2087
5037347100,2079
5037356118,2006
5037383876,2081
5037445913,2021
5037493641,2204
5037511188,2222
5037533144,2096
5037557653,1032
5037575004,1052
5037578828,2081
5037581247,2108
5037618718,2133
5037722713,1052
5037734180,2072
5037745072,1039
5037751878,2014
5037778571,2004
5037794484,2019
5037878354,2154
5037891269,1052
5037899895,2021
5037926082,2135
5037934422,2013
5037951024,2001
5037961701,2017
5037997592,2085
5038124000,2081
5038132321,2001
5038228092,1032
5038340263,2078
5038383220,2072
5038383838,2019
5038443697,2017
5038485165,2004
5038485788,1053
5038510603,2071
5038554180,1051
5038591655,2069
5038618157,2084
5038632672,2076
5038646674,2019
5038691941,2006
5038780933,2087
5038811436,1046
5038855385,2071
5038982731,2072
5039051633,2087
5039128954,1051
5039162901,2018
5039164973,1044
5039216888,2133
5039217233,1032
5039327110,1044
5039425888,2004
5039457757,1045
5039468996,2078
5039474910,2072
5039488200,2008
5039510252,2078
5039545447,2085
5039547280,2013
5039588782,2004
5039632664,2002
5039647533,2193
5039728306,2082
5039732624,2165
5039753782,2073
5039761545,2122
5039828931,1017
5039837535,1053
5039945174,2003
5039946946,2222
5039966042,2076
5039981060,2083
5039990365,2017
5040013418,1044
5040020348,2080
5040030338,1039
5040033126,2071
5040081145,2073
5040088873,1039
5040103384,2085
5040128255,2079
5040153211,2017
5040158785,2104
5040188292,1039
5040199792,2157
5040335006,2014
5040380763,2019
5040413969,1052
5040425101,1046
5040454129,2042
5040523456,2072
5040598855,2130
5040720410,2273
5040727870,2082
5040903420,2083
5041078882,2021
5041172496,2221
5041187488,2078
5041199982,2199
5041225355,2085
5041252791,2014
5041275564,1017
5041284191,2199
5041334849,2013
5041433655,2069
5041525483,2166
5041528853,2017
5041569447,1052
5041582995,2076
5041661971,2079
5041733190,2078
5041900706,2024
5041919498,2082
5041979535,2014
5041985439,2079
5042026284,2078
5042036823,1017
5042041330,2096
5042067558,2087
5042089616,2014
5042124681,2077
5042198401,2017
5042215272,2007
5042224330,2017
5042270833,2195
5042292796,2027
5042324839,2080
5042360678,2085
5042379128,2078
5042399846,2078
5042424107,2244
5042475995,2017
5042514047,2007
5042525418,1032
5042540312,1044
5042601373,2009
5042705280,1031
5042753799,2083
5042766367,1052
5042772799,1045
5042782334,1017
5042838563,2087
5042859140,2018
5042881617,1039
5042889198,2013
5042965478,2019
5043022902,2003
5043129480,2043
5043157092,2069
5043162176,1046
5043221359,1051
5043274120,1051
5043298674,2080
5043334960,1053
5043428590,1031
5043442105,1044
5043480889,2082
5043485244,2084
5043490238,1052
5043490302,2004
5043531387,2086
5043567488,2019
5043573109,2034
5043671942,1053
5043719900,2079
5043730374,2001
5043758135,2083
5043809738,2046
5043828593,2002
5043844035,1017
5043893884,2083
5043912122,2081
5043925362,1045
5043943345,2084
5043971986,2093
5044000492,2008
5044014872,2273
5044136472,2021
5044142122,2081
5044160121,2222
5044215367,2084
5044265481,2071
5044381728,1051
5044399713,2080
5044541619,2092
5044634836,2072
5044762122,2078
5044787080,2018
5044788696,2083
5044849826,1017
5044875992,2018
5044882096,2004
5044902470,2071
5044902945,2089
5044904310,2159
5044941086,1044
5044943997,2017
5044956579,2082
5044969465,2071
5045035457,2024
5045071527,2014
5045078302,2006
5045119054,1045
5045120676,1052
5045138439,1017
5045177423,2008
5045236233,2004
5045258622,2013
5045259820,1031
5045287461,2009
5045294658,2002
5045318155,2014
5045357847,2100
5045382209,2076
5045529000,2096
5045559689,2022
5045591719,2080
5045653570,2071
5045677739,1046
5045708950,1052
5045746411,2104
5045777571,2034
5045820681,2004
5045888056,2017
5045904764,2080
5045909711,1031
5045939578,2199
5045996416,2002
5046018511,2006
5046039630,1052
5046071544,2083
5046083983,2079
5046117047,1044
5046154722,2073
5046217109,2255
5046226472,2034
5046260357,2072
5046306277,2078
5046323148,1045
5046395335,2108
5046454861,1017
5046499551,2021
5046514350,1032
5046545968,2141
5046574061,2002
5046667718,1051
5046712761,1046
5046740942,2073
5046809125,2082
5046840901,2165
5046927833,2133
5046978231,2013
5047049567,2080
5047084354,2256
5047084834,2087
5047161494,1046
5047201115,2069
5047201963,2018
5047207760,2019
5047214344,2072
5047268302,2011
5047324853,2021
5047356893,1031
5047453833,1017
5047462919,1046
5047488109,2108
5047499072,2013
5047502380,2085
5047522833,1039
5047562005,2072
5047568966,2005
5047586530,2014
5047664932,2082
5047714116,2073
5047772962,2013
5047797113,1046
5047826646,2069
5047899875,2072
5047940324,1052
5048042220,2157
5048125543,2152
5048149957,2073
5048171917,2021
5048183912,1052
5048238635,2086
5048374985,1045
5048424594,2073
5048495059,2203
5048540972,2073
5048568429,2087
5048570136,2004
5048580191,1031
5048598548,1052
5048600756,2071
5048617606,2018
5048621216,1032
5048710628,2096
5048725099,2084
5048758124,2005
5048845137,2008
5048862498,2154
5048952390,2079
5048985540,2007
5049139428,2081
5049143922,2080
5049227793,2284
5049229599,2006
5049235432,2244
5049246634,2072
5049263130,2014
5049270299,2001
5049278208,2005
5049399084,2018
5049438251,2087
5049459769,2071
5049467418,2021
5049521505,1017
5049538435,2087
5049550904,2086
5049551860,1052
5049612745,2018
5049644159,2089
5049672286,2014
5049724596,2084
5049751913,2005
5049776551,2096
5049784431,2004
5049877355,2078
5049905205,2171
5049923671,2076
5049988171,2087
5049999776,2078
5050011749,1032
5050012637,1039
5050094342,1046
5050101933,2222
5050115988,2073
5050166952,1032
5050167011,2082
5050167930,1046
5050196729,2013
5050222016,1032
5050230262,2069
5050259328,1046
5050325669,2001
5050364261,2077
5050390666,1032
5050401621,1053
5050423600,2073
5050430439,2080
5050446416,2073
5050447877,2019
5050464728,1052
5050582823,1017
5050589553,1045
5050597439,2002
5050606044,2076
5050625502,2046
5050664584,1032
5050669139,1032
5050818439,2076
5050828788,1053
5050834920,2082
5050890424,2013
5050896542,2073
5050904768,2083
5050915352,2071
5050946596,2208
5050946756,2017
5050948289,1039
5050958170,1039
5051005853,2076
5051028469,2100
5051097317,2032
5051145063,2171
5051185917,2166
5051193707,2071
5051207533,2019
5051307027,1039
5051389565,2006
5051452722,2083
5051483607,2083
5051492011,2273
5051513943,2096
5051548825,2256
5051564540,2079
5051585366,2125
5051611640,2085
5051612030,2002
5051617280,2089
5051633403,2017
5051656523,2147
5051657098,2084
5051661892,2004
5051706197,2077
5051744649,2006
5051805481,2120
5051882168,1045
5051925658,2082
5051926913,2083
5051946528,2073
5051954167,2104
5051976481,1039
5051989394,2082
5051993299,2017
5052063979,2017
5052064061,2136
5052122499,2087
5052134283,2005
5052138862,2013
5052262824,2018
5052293478,2078
5052310920,2072
5052333797,2004
5052339770,1017
5052351201,2076
5052355181,1044
5052401790,2085
5052441301,2014
5052493120,2077
5052493455,2147
5052495113,2273
5052512496,2071
5052521228,2004
5052569793,2001
5052579001,2076
5052619412,2006
5052640873,2080
5052736636,1045
5052784670,2008
5052827347,2080
5052843942,2011
5052859721,2100
5052899849,2081
5052926563,2013
5052958332,2034
5052967059,2077
5052973623,2019
5053008143,2008
5053041815,2244
5053067131,1045
5053097017,2007
5053099417,1051
5053114348,2079
5053115845,2043
5053172101,2072
5053183262,2273
5053259436,2034
5053279367,2077
5053306207,1051
5053310618,2237
5053424945,1044
5053427656,1017
5053453718,2104
5053461050,1053
5053487896,1045
5053488288,2021
5053536934,1046
5053544124,2120
5053544781,2085
5053552622,2008
5053577647,2125
5053579386,2027
5053600596,2021
5053653446,1039
5053655207,2108
5053679341,2023
5053719830,2086
5053735864,2071
5053748520,1032
5053758140,2087
5053924048,2007
5053926787,2017
5053975972,2018
5054014747,2017
5054028230,2083
5054034645,1051
5054084147,1052
5054095515,1032
5054119403,2004
5054140598,1045
5054197960,2199
5054292842,2125
5054366040,1046
5054374917,2166
5054393775,2284
5054411423,2014
5054450468,1044
5054509344,1044
5054534106,2082
5054556900,1052
5054626391,2019
5054663629,1044
5054676306,1032
5054680393,2154
5054727965,2084
5054809873,1052
5054826467,1044
5054871955,2125
5054945198,1051
5055004579,2034
5055078751,2073
5055096583,2008
5055142701,2080
5055178715,1031
5055188965,2019
5055190310,2077
5055199573,2079
5055206752,2284
5055212345,2082
5055234317,1045
5055281466,1032
5055291598,2017
5055343724,2108
5055366191,1031
5055390399,1017
5055404335,2017
5055414826,2004
5055416568,2079
5055420678,2108
5055465753,2004
5055485548,2007
5055505753,2079
5055519417,2006
5055536990,2078
5055581917,2024
5055587199,2082
5055609941,2079
5055694234,1046
5055792655,1039
5055815053,2136
5055818083,2019
5055821179,2072
5055934516,1017
5055978838,2078
5055997579,2013
5056002108,2003
5056005971,2008
5056012009,2001
5056012476,2029
5056071395,2007
5056076701,1039
5056099698,2019
5056195713,2073
5056235594,2019
5056242608,2006
5056298515,2203
5056303567,2021
5056314741,2017
5056367696,2104
5056385349,2079
5056395475,1051
5056449654,2111
5056573723,2166
5056581762,2096
5056592644,2180
5056600505,2006
5056632128,1032
5056638502,2003
5056658380,2018
5056781630,2079
5056969828,2078
5057039073,2014
5057112718,2014
5057126656,2080
5057130764,1039
5057144092,2078
5057183897,1045
5057239767,2073
5057252497,2017
5057255309,2104
5057299258,2021
5057345979,2032
5057440304,2002
5057527027,2014
5057567962,2086
5057655587,2069
5057694766,2005
5057703017,2079
5057721171,2003
5057739103,2004
5057746461,2076
5057759461,2079
5057773812,2199
5057814070,2281
5057815585,1044
5057875473,1044
5057914318,2014
5057930103,1052
5057945755,2001
5057952756,2087
5057988896,1053
5058056510,2005
5058056676,2084
5058062214,2082
5058068419,2079
5058102338,1052
5058102527,2076
5058113849,2019
5058124383,2018
5058125354,2085
5058163915,2096
5058200789,1046
5058221360,1044
5058235215,2008
5058261991,2005
5058303393,2002
5058305290,2082
5058343241,2078
5058351254,2089
5058357625,2082
5058382715,2104
5058437586,2072
5058493050,2081
5058509420,1032
5058539804,2130
5058556298,1004
5058588686,2072
5058599637,2084
5058607326,2130
5058610945,2021
5058614705,2086
5058615970,2009
5058663622,1044
5058745389,2018
5058758428,2084
5058772301,2089
5058821469,2021
5058836417,2082
5058950765,2085
5058975824,1053
5058984185,2027
5058994383,2256
5059024950,2004
5059036041,1044
5059078463,2080
5059118928,2071
5059138091,2021
5059182127,2212
5059186844,2087
5059189006,2008
